SINR,ISD
14.405287,1000
14.422038,1000
14.430439,1000
14.422087,1000
14.405372,1000
13.642299,1000
13.652675,1000
13.673454,1000
13.683841,1000
13.6734,1000
13.652581,1000
13.642187,1000
13.652569,1000
13.673369,1000
13.683785,1000
13.673369,1000
13.652569,1000
13.642187,1000
13.652581,1000
13.6734,1000
13.683841,1000
13.673454,1000
13.652675,1000
13.642299,1000
13.652675,1000
13.673454,1000
13.683841,1000
13.6734,1000
13.652581,1000
13.642187,1000
13.652569,1000
13.673369,1000
13.683785,1000
13.673369,1000
13.652569,1000
13.642187,1000
13.652581,1000
13.6734,1000
13.683841,1000
13.673454,1000
13.652675,1000
12.906637,1000
12.919422,1000
12.945032,1000
12.95784,1000
12.944972,1000
12.919319,1000
12.906515,1000
12.919307,1000
12.944941,1000
12.957782,1000
12.944941,1000
12.919307,1000
12.906515,1000
12.919319,1000
12.944972,1000
12.95784,1000
12.945032,1000
12.919422,1000
12.906637,1000
12.919422,1000
12.945032,1000
12.95784,1000
12.944972,1000
12.919319,1000
12.906515,1000
12.919307,1000
12.944941,1000
12.957782,1000
12.944941,1000
12.919307,1000
12.906515,1000
12.919319,1000
12.944972,1000
12.95784,1000
12.945032,1000
12.919422,1000
12.188228,1000
12.203854,1000
12.235166,1000
12.250834,1000
12.2351,1000
12.20374,1000
12.188095,1000
12.203729,1000
12.23507,1000
12.250774,1000
12.23507,1000
12.203729,1000
12.188095,1000
12.20374,1000
12.2351,1000
12.250834,1000
12.235166,1000
12.203854,1000
12.188228,1000
12.203854,1000
12.235166,1000
12.250834,1000
12.2351,1000
12.20374,1000
12.188095,1000
12.203729,1000
12.23507,1000
12.250774,1000
12.23507,1000
12.203729,1000
12.188095,1000
12.20374,1000
12.2351,1000
12.250834,1000
12.235166,1000
12.203854,1000
11.485417,1000
11.504372,1000
11.542371,1000
11.561396,1000
11.542299,1000
11.504247,1000
11.485272,1000
11.504237,1000
11.542269,1000
11.561334,1000
11.542269,1000
11.504237,1000
11.485272,1000
11.504247,1000
11.542299,1000
11.561396,1000
11.542371,1000
11.504372,1000
11.485417,1000
11.504372,1000
11.542371,1000
11.561396,1000
11.542299,1000
11.504247,1000
11.485272,1000
11.504237,1000
11.542269,1000
11.561334,1000
11.542269,1000
11.504237,1000
11.485272,1000
11.504247,1000
11.542299,1000
11.561396,1000
11.542371,1000
11.504372,1000
10.796687,1000
10.819518,1000
10.865311,1000
10.888252,1000
10.865232,1000
10.819382,1000
10.796529,1000
10.819373,1000
10.865203,1000
10.888187,1000
10.865203,1000
10.819373,1000
10.796529,1000
10.819382,1000
10.865232,1000
10.888252,1000
10.865311,1000
10.819518,1000
10.796687,1000
10.819518,1000
10.865311,1000
10.888252,1000
10.865232,1000
10.819382,1000
10.796529,1000
10.819373,1000
10.865203,1000
10.888187,1000
10.865203,1000
10.819373,1000
10.796529,1000
10.819382,1000
10.865232,1000
10.888252,1000
10.865311,1000
10.819518,1000
10.120637,1000
10.147956,1000
10.202778,1000
10.230261,1000
10.202692,1000
10.147808,1000
10.120467,1000
10.147801,1000
10.202664,1000
10.230195,1000
10.202664,1000
10.147801,1000
10.120467,1000
10.147808,1000
10.202692,1000
10.230261,1000
10.202778,1000
10.147956,1000
10.120637,1000
10.147956,1000
10.202778,1000
10.230261,1000
10.202692,1000
10.147808,1000
10.120467,1000
10.147801,1000
10.202664,1000
10.230195,1000
10.202664,1000
10.147801,1000
10.120467,1000
10.147808,1000
10.202692,1000
10.230261,1000
10.202778,1000
10.147956,1000
9.45597,1000
9.488453,1000
9.553682,1000
9.586404,1000
9.553588,1000
9.488293,1000
9.455786,1000
9.488287,1000
9.553562,1000
9.586337,1000
9.553562,1000
9.488287,1000
9.455786,1000
9.488293,1000
9.553588,1000
9.586404,1000
9.553682,1000
9.488453,1000
9.45597,1000
9.488453,1000
9.553682,1000
9.586404,1000
9.553588,1000
9.488293,1000
9.455786,1000
9.488287,1000
9.553562,1000
9.586337,1000
9.553562,1000
9.488287,1000
9.455786,1000
9.488293,1000
9.553588,1000
9.586404,1000
9.553682,1000
9.488453,1000
8.801474,1000
8.839872,1000
8.917029,1000
8.955765,1000
8.916927,1000
8.839698,1000
8.801275,1000
8.839694,1000
8.916903,1000
8.955697,1000
8.916903,1000
8.839694,1000
8.801275,1000
8.839698,1000
8.916927,1000
8.955765,1000
8.917029,1000
8.839872,1000
8.801474,1000
8.839872,1000
8.917029,1000
8.955765,1000
8.916927,1000
8.839698,1000
8.801275,1000
8.839694,1000
8.916903,1000
8.955697,1000
8.916903,1000
8.839694,1000
8.801275,1000
8.839698,1000
8.916927,1000
8.955765,1000
8.917029,1000
8.839872,1000
8.156017,1000
8.201153,1000
8.291918,1000
8.337523,1000
8.291807,1000
8.200964,1000
8.155803,1000
8.200963,1000
8.291785,1000
8.337454,1000
8.291785,1000
8.200963,1000
8.155803,1000
8.200964,1000
8.291807,1000
8.337523,1000
8.291918,1000
8.201153,1000
8.156017,1000
8.201153,1000
8.291918,1000
8.337523,1000
8.291807,1000
8.200964,1000
8.155803,1000
8.200963,1000
8.291785,1000
8.337454,1000
8.291785,1000
8.200963,1000
8.155803,1000
8.200964,1000
8.291807,1000
8.337523,1000
8.291918,1000
8.201153,1000
7.518533,1000
7.571309,1000
7.677526,1000
7.730942,1000
7.677405,1000
7.571105,1000
7.518303,1000
7.571107,1000
7.677386,1000
7.730873,1000
7.677386,1000
7.571107,1000
7.518303,1000
7.571105,1000
7.677405,1000
7.730942,1000
7.677526,1000
7.571309,1000
7.518533,1000
7.571309,1000
7.677526,1000
7.730942,1000
7.677405,1000
7.571105,1000
7.518303,1000
7.571107,1000
7.677386,1000
7.730873,1000
7.677386,1000
7.571107,1000
7.518303,1000
7.571105,1000
7.677405,1000
7.730942,1000
7.677526,1000
7.571309,1000
6.888015,1000
6.949415,1000
7.0731,1000
7.135362,1000
7.072968,1000
6.949195,1000
6.887768,1000
6.9492,1000
7.072954,1000
7.135292,1000
7.072954,1000
6.9492,1000
6.887768,1000
6.949195,1000
7.072968,1000
7.135362,1000
7.0731,1000
6.949415,1000
6.888015,1000
6.949415,1000
7.0731,1000
7.135362,1000
7.072968,1000
6.949195,1000
6.887768,1000
6.9492,1000
7.072954,1000
7.135292,1000
7.072954,1000
6.9492,1000
6.887768,1000
6.949195,1000
7.072968,1000
7.135362,1000
7.0731,1000
6.949415,1000
6.26351,1000
6.334603,1000
6.477951,1000
6.550189,1000
6.47781,1000
6.334366,1000
6.263245,1000
6.334374,1000
6.477799,1000
6.550119,1000
6.477799,1000
6.334374,1000
6.263245,1000
6.334366,1000
6.47781,1000
6.550189,1000
6.477951,1000
6.334603,1000
6.26351,1000
6.334603,1000
6.477951,1000
6.550189,1000
6.47781,1000
6.334366,1000
6.263245,1000
6.334374,1000
6.477799,1000
6.550119,1000
6.477799,1000
6.334374,1000
6.263245,1000
6.334366,1000
6.47781,1000
6.550189,1000
6.477951,1000
6.334603,1000
5.64411,1000
5.726053,1000
5.89145,1000
5.974893,1000
5.891297,1000
5.725798,1000
5.643827,1000
5.72581,1000
5.89129,1000
5.974824,1000
5.89129,1000
5.72581,1000
5.643827,1000
5.725798,1000
5.891297,1000
5.974893,1000
5.89145,1000
5.726053,1000
5.64411,1000
5.726053,1000
5.89145,1000
5.974893,1000
5.891297,1000
5.725798,1000
5.643827,1000
5.72581,1000
5.89129,1000
5.974824,1000
5.89129,1000
5.72581,1000
5.643827,1000
5.725798,1000
5.891297,1000
5.974893,1000
5.89145,1000
5.726053,1000
5.02895,1000
5.12299,1000
5.313015,1000
5.409,1000
5.31285,1000
5.122716,1000
5.028648,1000
5.122733,1000
5.312849,1000
5.408932,1000
5.312849,1000
5.122733,1000
5.028648,1000
5.122716,1000
5.31285,1000
5.409,1000
5.313015,1000
5.12299,1000
5.02895,1000
5.12299,1000
5.313015,1000
5.409,1000
5.31285,1000
5.122716,1000
5.028648,1000
5.122733,1000
5.312849,1000
5.408932,1000
5.312849,1000
5.122733,1000
5.028648,1000
5.122716,1000
5.31285,1000
5.409,1000
5.313015,1000
5.12299,1000
4.417201,1000
4.52468,1000
4.742114,1000
4.852088,1000
4.741937,1000
4.524387,1000
4.416879,1000
4.524408,1000
4.741941,1000
4.852021,1000
4.741941,1000
4.524408,1000
4.416879,1000
4.524387,1000
4.741937,1000
4.852088,1000
4.742114,1000
4.52468,1000
4.417201,1000
4.52468,1000
4.742114,1000
4.852088,1000
4.741937,1000
4.524387,1000
4.416879,1000
4.524408,1000
4.741941,1000
4.852021,1000
4.741941,1000
4.524408,1000
4.416879,1000
4.524387,1000
4.741937,1000
4.852088,1000
4.742114,1000
4.52468,1000
3.808068,1000
3.930424,1000
4.178256,1000
4.303779,1000
4.178066,1000
3.930111,1000
3.807725,1000
3.930137,1000
4.178077,1000
4.303714,1000
4.178077,1000
3.930137,1000
3.807725,1000
3.930111,1000
4.178066,1000
4.303779,1000
4.178256,1000
3.930424,1000
3.808068,1000
3.930424,1000
4.178256,1000
4.303779,1000
4.178066,1000
3.930111,1000
3.807725,1000
3.930137,1000
4.178077,1000
4.303714,1000
4.178077,1000
3.930137,1000
3.807725,1000
3.930111,1000
4.178066,1000
4.303779,1000
4.178256,1000
3.930424,1000
3.200786,1000
3.339557,1000
3.620992,1000
3.763741,1000
3.620788,1000
3.339222,1000
3.200422,1000
3.339254,1000
3.620805,1000
3.763678,1000
3.620805,1000
3.339254,1000
3.200422,1000
3.339222,1000
3.620788,1000
3.763741,1000
3.620992,1000
3.339557,1000
3.200786,1000
3.339557,1000
3.620992,1000
3.763741,1000
3.620788,1000
3.339222,1000
3.200422,1000
3.339254,1000
3.620805,1000
3.763678,1000
3.620805,1000
3.339254,1000
3.200422,1000
3.339222,1000
3.620788,1000
3.763741,1000
3.620992,1000
3.339557,1000
2.594619,1000
2.751443,1000
3.069903,1000
3.231681,1000
3.069685,1000
2.751086,1000
2.594233,1000
2.751124,1000
3.06971,1000
3.23162,1000
3.06971,1000
2.751124,1000
2.594233,1000
2.751086,1000
3.069685,1000
3.231681,1000
3.069903,1000
2.751443,1000
2.594619,1000
2.751443,1000
3.069903,1000
3.231681,1000
3.069685,1000
2.751086,1000
2.594233,1000
2.751124,1000
3.06971,1000
3.23162,1000
3.06971,1000
2.751124,1000
2.594233,1000
2.751086,1000
3.069685,1000
3.231681,1000
3.069903,1000
2.751443,1000
1.988854,1000
2.165476,1000
2.52461,1000
2.70734,1000
2.524376,1000
2.165096,1000
1.988445,1000
2.16514,1000
2.524409,1000
2.707282,1000
2.524409,1000
2.16514,1000
1.988445,1000
2.165096,1000
2.524376,1000
2.70734,1000
2.52461,1000
2.165476,1000
1.988854,1000
2.165476,1000
2.52461,1000
2.70734,1000
2.524376,1000
2.165096,1000
1.988445,1000
2.16514,1000
2.524409,1000
2.707282,1000
2.524409,1000
2.16514,1000
1.988445,1000
2.165096,1000
2.524376,1000
2.70734,1000
2.52461,1000
2.165476,1000
1.382803,1000
1.581074,1000
1.984758,1000
2.190496,1000
1.98451,1000
1.58067,1000
1.382371,1000
1.580722,1000
1.984551,1000
2.190441,1000
1.984551,1000
1.580722,1000
1.382371,1000
1.58067,1000
1.98451,1000
2.190496,1000
1.984758,1000
1.581074,1000
1.382803,1000
1.581074,1000
1.984758,1000
2.190496,1000
1.98451,1000
1.58067,1000
1.382371,1000
1.580722,1000
1.984551,1000
2.190441,1000
1.984551,1000
1.580722,1000
1.382371,1000
1.58067,1000
1.98451,1000
2.190496,1000
1.984758,1000
1.581074,1000
0.775799,1000
0.997681,1000
1.450027,1000
1.680955,1000
1.449762,1000
0.997252,1000
0.775342,1000
0.997311,1000
1.449813,1000
1.680904,1000
1.449813,1000
0.997311,1000
0.775342,1000
0.997252,1000
1.449762,1000
1.680955,1000
1.450027,1000
0.997681,1000
0.775799,1000
0.997681,1000
1.450027,1000
1.680955,1000
1.449762,1000
0.997252,1000
0.775342,1000
0.997311,1000
1.449813,1000
1.680904,1000
1.449813,1000
0.997311,1000
0.775342,1000
0.997252,1000
1.449762,1000
1.680955,1000
1.450027,1000
0.997681,1000
0.167191,1000
0.414764,1000
0.920119,1000
1.178554,1000
0.919837,1000
0.41431,1000
0.16671,1000
0.414377,1000
0.919898,1000
1.178507,1000
0.919898,1000
0.414377,1000
0.16671,1000
0.41431,1000
0.919837,1000
1.178554,1000
0.920119,1000
0.414764,1000
0.167191,1000
0.414764,1000
0.920119,1000
1.178554,1000
0.919837,1000
0.41431,1000
0.16671,1000
0.414377,1000
0.919898,1000
1.178507,1000
0.919898,1000
0.414377,1000
0.16671,1000
0.41431,1000
0.919837,1000
1.178554,1000
0.920119,1000
0.414764,1000
-0.44365,1000
-0.168188,1000
0.394765,1000
0.683157,1000
0.394465,1000
-0.168668,1000
-0.444157,1000
-0.168593,1000
0.394537,1000
0.683113,1000
0.394537,1000
-0.168593,1000
-0.444157,1000
-0.168668,1000
0.394465,1000
0.683157,1000
0.394765,1000
-0.168188,1000
-0.44365,1000
-0.168188,1000
0.394765,1000
0.683157,1000
0.394465,1000
-0.168668,1000
-0.444157,1000
-0.168593,1000
0.394537,1000
0.683113,1000
0.394537,1000
-0.168593,1000
-0.444157,1000
-0.168668,1000
0.394465,1000
0.683157,1000
0.394765,1000
-0.168188,1000
39.080331,1100
39.080332,1100
39.080333,1100
39.080335,1100
39.080337,1100
39.08034,1100
39.080342,1100
39.080344,1100
39.080346,1100
39.080346,1100
39.080346,1100
39.080344,1100
39.080342,1100
39.08034,1100
39.080337,1100
39.080335,1100
39.080333,1100
39.080332,1100
39.080331,1100
39.080332,1100
39.080333,1100
39.080335,1100
39.080337,1100
39.08034,1100
39.080342,1100
39.080344,1100
39.080346,1100
39.080346,1100
39.080346,1100
39.080344,1100
39.080342,1100
39.08034,1100
39.080337,1100
39.080335,1100
39.080333,1100
39.080332,1100
36.479525,1100
36.479526,1100
36.479528,1100
36.479532,1100
36.479536,1100
36.479541,1100
36.479545,1100
36.479549,1100
36.479551,1100
36.479552,1100
36.479551,1100
36.479549,1100
36.479545,1100
36.479541,1100
36.479536,1100
36.479532,1100
